                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                  1.057,                0.50729,                 1.0676,                 0.9636,                0.93619,                0.97889,                0.68782,                  1.142,                0.47164,                 1.1329,              0.0062628,              0.0062628,              0.0062628
                    153,                 1.0686,                0.50504,                 1.0464,                0.96482,                0.93763,                0.98076,                0.69663,                 1.1182,                0.45877,                 1.1191,               0.006238,               0.006238,               0.006238
                    154,                 1.0519,                0.46533,                 1.0573,                0.96515,                0.94086,                 0.9811,                0.68609,                 1.1481,                0.46522,                 1.1391,              0.0062132,              0.0062132,              0.0062132
                    155,                 1.0602,                0.46463,                 1.0604,                0.96652,                0.93735,                0.98127,                0.69823,                 1.1093,                0.45463,                 1.1148,              0.0061885,              0.0061885,              0.0061885
                    156,                 1.0623,                 0.4714,                 1.0534,                 0.9642,                0.93313,                0.97959,                0.69323,                   1.13,                0.45989,                 1.1251,              0.0061637,              0.0061637,              0.0061637
                    157,                 1.0577,                0.46427,                 1.0528,                0.96198,                0.93678,                0.98005,                 0.6977,                 1.1105,                 0.4629,                 1.1148,               0.006139,               0.006139,               0.006139
                    158,                 1.0707,                0.47268,                 1.0459,                0.96289,                0.93985,                0.98116,                0.68956,                 1.1235,                0.46368,                 1.1183,              0.0061142,              0.0061142,              0.0061142
                    159,                 1.0488,                0.46823,                 1.0386,                0.95831,                0.93602,                0.97755,                0.68977,                 1.1266,                0.46802,                 1.1262,              0.0060895,              0.0060895,              0.0060895
                    160,                 1.0754,                0.46278,                 1.0605,                 0.9638,                0.93956,                0.98029,                0.69336,                 1.1196,                0.45661,                 1.1186,              0.0060647,              0.0060647,              0.0060647
                    161,                 1.0582,                0.47263,                 1.0451,                0.96492,                0.93474,                0.97869,                0.69299,                 1.1155,                0.45785,                 1.1154,                0.00604,                0.00604,                0.00604
                    162,                 1.0517,                0.45105,                 1.0613,                0.96731,                0.93485,                0.97982,                 0.6931,                 1.1283,                0.45865,                  1.129,              0.0060152,              0.0060152,              0.0060152
                    163,                 1.0522,                0.45732,                 1.0394,                0.96879,                0.93913,                 0.9813,                0.70301,                 1.0966,                0.45056,                  1.107,              0.0059905,              0.0059905,              0.0059905
                    164,                 1.0571,                0.45792,                 1.0323,                0.96972,                0.94085,                0.98193,                0.70237,                 1.0972,                0.44735,                 1.1047,              0.0059658,              0.0059658,              0.0059658
                    165,                 1.0675,                0.45972,                 1.0521,                0.96757,                0.93935,                0.98175,                0.69912,                 1.1063,                   0.45,                 1.1082,               0.005941,               0.005941,               0.005941
                    166,                  1.012,                0.44468,                 1.0269,                0.96497,                0.93876,                0.98107,                0.70118,                 1.1035,                0.44894,                 1.1148,              0.0059163,              0.0059163,              0.0059163
                    167,                 1.0421,                0.45205,                 1.0508,                0.96771,                0.93463,                 0.9794,                0.69844,                 1.1058,                0.45449,                 1.1141,              0.0058915,              0.0058915,              0.0058915
                    168,                 1.0514,                0.45831,                 1.0382,                0.96303,                0.93721,                0.97951,                0.69626,                 1.1201,                0.45649,                  1.121,              0.0058668,              0.0058668,              0.0058668
                    169,                 1.0351,                0.45131,                 1.0327,                0.96532,                0.94547,                0.98204,                0.69936,                 1.1012,                 0.4536,                 1.1094,               0.005842,               0.005842,               0.005842
                    170,                 1.0478,                0.46098,                  1.055,                0.96925,                0.93656,                0.98202,                0.69694,                 1.1123,                0.45081,                 1.1139,              0.0058173,              0.0058173,              0.0058173
                    171,                 1.0635,                0.47561,                 1.0523,                  0.968,                0.93681,                0.98127,                0.69829,                 1.1164,                0.44988,                 1.1211,              0.0057925,              0.0057925,              0.0057925
                    172,                 1.0387,                0.44941,                 1.0502,                0.96458,                0.93935,                0.98126,                0.69683,                 1.1081,                0.45356,                 1.1158,              0.0057678,              0.0057678,              0.0057678
                    173,                 1.0498,                0.45289,                 1.0694,                0.96406,                0.93806,                 0.9814,                0.70025,                 1.1088,                0.45213,                 1.1123,               0.005743,               0.005743,               0.005743
                    174,                 1.0304,                0.44274,                 1.0375,                0.96526,                0.94128,                0.98127,                0.70073,                 1.1052,                0.45091,                 1.1131,              0.0057183,              0.0057183,              0.0057183
                    175,                 1.0441,                0.44453,                 1.0522,                0.96828,                0.94198,                0.98297,                0.70372,                 1.0968,                0.44562,                 1.1105,              0.0056935,              0.0056935,              0.0056935
                    176,                 1.0319,                0.44166,                 1.0358,                0.96842,                0.93981,                0.98265,                0.70043,                 1.1049,                 0.4482,                 1.1085,              0.0056688,              0.0056688,              0.0056688
                    177,                  1.065,                0.45156,                 1.0529,                0.96594,                0.94214,                0.98226,                0.70367,                 1.0977,                0.44766,                 1.1073,               0.005644,               0.005644,               0.005644
                    178,                  1.039,                0.44652,                 1.0227,                0.96836,                0.93785,                0.98219,                0.70068,                 1.1088,                0.44764,                 1.1155,              0.0056193,              0.0056193,              0.0056193
                    179,                  1.006,                0.44674,                 1.0291,                0.96524,                0.94023,                0.98146,                0.70068,                 1.1038,                0.44559,                 1.1137,              0.0055945,              0.0055945,              0.0055945
                    180,                 1.0299,                0.43948,                 1.0367,                0.96397,                0.94331,                 0.9816,                0.70321,                  1.098,                0.44389,                 1.1061,              0.0055698,              0.0055698,              0.0055698
                    181,                 1.0167,                 0.4414,                 1.0415,                0.96648,                0.94149,                0.98195,                0.70046,                 1.1009,                0.44838,                 1.1129,               0.005545,               0.005545,               0.005545
                    182,                 1.0413,                0.44851,                 1.0565,                0.96766,                0.94321,                0.98306,                0.70144,                 1.1021,                0.43991,                 1.1092,              0.0055202,              0.0055202,              0.0055202
                    183,                 1.0002,                0.43356,                 1.0237,                0.96329,                0.94479,                0.98154,                0.69686,                 1.1193,                 0.4519,                 1.1209,              0.0054955,              0.0054955,              0.0054955
                    184,                 1.0606,                0.45054,                 1.0644,                0.96527,                0.94181,                0.98196,                0.70387,                 1.0962,                0.44407,                 1.1043,              0.0054707,              0.0054707,              0.0054707
                    185,                 1.0375,                0.44717,                 1.0438,                0.96335,                0.94246,                0.98101,                0.70079,                 1.1063,                0.44618,                 1.1095,               0.005446,               0.005446,               0.005446
                    186,                 1.0418,                0.44618,                 1.0579,                0.96439,                0.94317,                0.98153,                0.70252,                  1.098,                0.44297,                 1.1106,              0.0054212,              0.0054212,              0.0054212
                    187,                 1.0324,                0.44477,                 1.0499,                0.96677,                0.93829,                0.98156,                0.70195,                 1.1015,                 0.4438,                 1.1126,              0.0053965,              0.0053965,              0.0053965
                    188,                 1.0254,                0.43295,                 1.0581,                0.96752,                0.94161,                0.98267,                0.70104,                 1.1048,                0.44523,                 1.1084,              0.0053717,              0.0053717,              0.0053717
                    189,                  1.044,                0.46318,                 1.0475,                0.96451,                 0.9436,                0.98157,                0.69942,                  1.098,                0.44513,                 1.1046,               0.005347,               0.005347,               0.005347
                    190,                 1.0113,                0.44569,                 1.0367,                0.96607,                0.94278,                0.98197,                0.70297,                 1.0939,                0.44185,                 1.1078,              0.0053223,              0.0053223,              0.0053223
                    191,                 1.0185,                0.43859,                 1.0245,                0.96877,                0.93726,                0.98128,                0.70036,                 1.0942,                0.44172,                 1.1034,              0.0052975,              0.0052975,              0.0052975
                    192,                  1.052,                0.44912,                   1.04,                0.96819,                0.94042,                0.98091,                0.70078,                 1.1025,                 0.4433,                  1.109,              0.0052727,              0.0052727,              0.0052727
                    193,                 1.0066,                0.44669,                 1.0254,                 0.9701,                0.93192,                0.97954,                0.69745,                 1.1113,                0.45252,                 1.1155,               0.005248,               0.005248,               0.005248
                    194,                0.99526,                0.42832,                 1.0217,                0.96597,                0.94285,                0.98223,                0.70512,                  1.092,                0.44371,                 1.1056,              0.0052233,              0.0052233,              0.0052233
                    195,                 1.0131,                 0.4336,                 1.0411,                0.96793,                0.94235,                0.98236,                 0.7057,                 1.0918,                0.44037,                 1.1092,              0.0051985,              0.0051985,              0.0051985
                    196,                 1.0581,                0.45435,                 1.0555,                0.96993,                0.94006,                0.98185,                 0.7044,                 1.0914,                0.44767,                 1.1077,              0.0051737,              0.0051737,              0.0051737
                    197,                 1.0457,                0.44757,                 1.0439,                 0.9671,                0.94506,                0.98355,                0.70486,                 1.0875,                0.43945,                 1.0992,               0.005149,               0.005149,               0.005149
                    198,                 1.0187,                0.43077,                 1.0284,                0.96479,                0.94247,                0.98197,                0.70387,                 1.0947,                 0.4433,                 1.1083,              0.0051243,              0.0051243,              0.0051243
                    199,                 1.0177,                0.43472,                 1.0418,                0.96782,                 0.9443,                0.98282,                 0.7067,                 1.0854,                0.43834,                 1.1022,              0.0050995,              0.0050995,              0.0050995
                    200,                 1.0327,                0.44683,                 1.0309,                0.96802,                0.94405,                0.98259,                0.70147,                 1.0998,                0.44226,                 1.1108,              0.0050747,              0.0050747,              0.0050747
                    201,                 1.0069,                0.43005,                 1.0483,                 0.9642,                0.94246,                0.98191,                 0.7026,                 1.1052,                0.43961,                 1.1121,                0.00505,                0.00505,                0.00505
                    202,                 1.0144,                0.42864,                 1.0285,                0.96627,                0.93947,                0.98081,                0.70414,                 1.0874,                 0.4385,                 1.1073,              0.0050253,              0.0050253,              0.0050253
                    203,                0.98485,                0.42155,                 1.0265,                0.96722,                0.94256,                 0.9823,                0.70357,                 1.0888,                 0.4394,                 1.1062,              0.0050005,              0.0050005,              0.0050005
                    204,                 1.0084,                 0.4302,                 1.0292,                0.96474,                0.94299,                0.98211,                0.70489,                 1.0893,                0.44002,                 1.1094,              0.0049758,              0.0049758,              0.0049758
                    205,                  1.006,                0.42616,                   1.04,                0.96858,                0.93817,                0.98193,                0.70454,                 1.0978,                0.44141,                 1.1108,               0.004951,               0.004951,               0.004951
                    206,                 1.0027,                0.45121,                 1.0364,                 0.9643,                0.94106,                0.98121,                0.70433,                   1.09,                0.44079,                 1.1095,              0.0049263,              0.0049263,              0.0049263
                    207,                 1.0153,                0.43271,                 1.0237,                0.96462,                0.94449,                0.98246,                0.70831,                 1.0856,                0.43558,                 1.1057,              0.0049015,              0.0049015,              0.0049015
                    208,                 1.0119,                0.43312,                 1.0197,                0.97121,                0.93806,                0.98181,                0.70435,                 1.0901,                0.44311,                 1.1078,              0.0048768,              0.0048768,              0.0048768
                    209,                 1.0182,                0.43538,                 1.0365,                0.96703,                0.94031,                0.98165,                0.70599,                 1.0872,                0.43914,                 1.1016,               0.004852,               0.004852,               0.004852
                    210,                 1.0073,                0.43029,                  1.021,                0.96352,                0.94631,                0.98199,                 0.7058,                 1.0879,                0.43679,                 1.1054,              0.0048272,              0.0048272,              0.0048272
                    211,                  1.019,                0.44074,                 1.0333,                0.96417,                0.94581,                0.98204,                0.70548,                  1.088,                0.43792,                 1.1038,              0.0048025,              0.0048025,              0.0048025
                    212,                 1.0069,                0.42541,                 1.0487,                0.96466,                0.94488,                0.98239,                0.70754,                 1.0864,                0.43666,                 1.1027,              0.0047778,              0.0047778,              0.0047778
                    213,                 1.0287,                0.44335,                 1.0269,                0.96342,                0.94471,                0.98263,                0.70382,                 1.0871,                0.43737,                 1.1045,               0.004753,               0.004753,               0.004753
                    214,                0.98978,                0.42736,                 1.0326,                0.96747,                0.94667,                0.98372,                0.70432,                 1.0959,                0.43783,                 1.1058,              0.0047283,              0.0047283,              0.0047283
                    215,                  1.032,                0.43959,                 1.0271,                0.97015,                 0.9446,                0.98464,                0.70618,                 1.0905,                0.43557,                 1.1044,              0.0047035,              0.0047035,              0.0047035
                    216,                0.99085,                0.42295,                 1.0339,                0.96591,                 0.9446,                0.98362,                0.70804,                 1.0863,                0.43359,                 1.1036,              0.0046788,              0.0046788,              0.0046788
                    217,                 1.0014,                0.42168,                 1.0108,                0.96921,                0.94567,                0.98404,                0.70588,                 1.0867,                0.43335,                 1.1058,               0.004654,               0.004654,               0.004654
                    218,                0.99181,                0.42371,                 1.0231,                 0.9682,                0.94664,                0.98378,                0.70747,                  1.079,                0.43318,                 1.0975,              0.0046293,              0.0046293,              0.0046293
                    219,                 1.0121,                 0.4232,                 1.0344,                0.96705,                0.94966,                0.98423,                0.70838,                 1.0811,                0.43466,                 1.0979,              0.0046045,              0.0046045,              0.0046045
                    220,                 1.0219,                0.43735,                 1.0309,                0.96826,                0.94396,                0.98296,                0.70881,                 1.0906,                0.43374,                 1.1058,              0.0045798,              0.0045798,              0.0045798
                    221,                0.99678,                0.42155,                 1.0208,                0.96866,                0.94052,                0.98223,                0.70982,                 1.0805,                0.43803,                    1.1,               0.004555,               0.004555,               0.004555
                    222,                0.97359,                0.41837,                 1.0292,                0.96796,                0.94331,                0.98311,                0.71093,                 1.0778,                0.43334,                 1.1023,              0.0045303,              0.0045303,              0.0045303
                    223,                0.99531,                0.42632,                 1.0156,                0.96187,                0.95147,                0.98402,                0.71099,                 1.0729,                0.43192,                  1.093,              0.0045055,              0.0045055,              0.0045055
                    224,                 1.0202,                0.43149,                 1.0269,                0.96333,                0.94653,                0.98357,                0.70371,                 1.0892,                0.43856,                 1.0953,              0.0044808,              0.0044808,              0.0044808
                    225,                 1.0088,                0.43047,                 1.0374,                0.96358,                0.94692,                0.98314,                0.70478,                 1.0895,                 0.4391,                 1.0963,               0.004456,               0.004456,               0.004456
                    226,                 1.0116,                0.43725,                 1.0367,                0.96646,                0.94478,                0.98319,                0.70955,                 1.0806,                 0.4315,                 1.0991,              0.0044313,              0.0044313,              0.0044313
                    227,                 1.0135,                0.43029,                  1.038,                0.96865,                0.94417,                0.98299,                 0.7047,                 1.0926,                0.43435,                  1.107,              0.0044065,              0.0044065,              0.0044065
                    228,                0.98199,                0.41838,                 1.0097,                0.96905,                0.94278,                0.98285,                0.70729,                 1.0858,                0.43243,                 1.1038,              0.0043818,              0.0043818,              0.0043818
                    229,                 1.0021,                0.42124,                 1.0298,                0.96853,                0.94308,                0.98282,                0.70648,                 1.0879,                0.43703,                 1.1056,               0.004357,               0.004357,               0.004357
                    230,                 0.9937,                0.41731,                 1.0137,                0.97151,                0.94213,                0.98316,                 0.7118,                 1.0744,                0.43204,                 1.0974,              0.0043323,              0.0043323,              0.0043323
                    231,                 1.0046,                0.42293,                 1.0315,                0.96969,                0.94263,                 0.9835,                0.70924,                 1.0795,                 0.4353,                 1.0972,              0.0043075,              0.0043075,              0.0043075
                    232,                0.99203,                0.41887,                 1.0239,                0.96888,                 0.9446,                 0.9839,                0.70967,                  1.077,                0.43157,                 1.0963,              0.0042828,              0.0042828,              0.0042828
                    233,                0.99921,                0.41831,                 1.0466,                 0.9684,                 0.9461,                0.98434,                0.70624,                 1.0791,                0.43091,                 1.0922,               0.004258,               0.004258,               0.004258
                    234,                0.99722,                0.42364,                 1.0419,                0.96817,                0.94521,                0.98308,                0.70804,                 1.0775,                0.43005,                 1.0984,              0.0042333,              0.0042333,              0.0042333
                    235,                0.98683,                0.41718,                 1.0129,                 0.9702,                0.94202,                0.98293,                0.70589,                 1.0905,                0.43151,                 1.1076,              0.0042085,              0.0042085,              0.0042085
                    236,                0.97888,                0.41559,                 1.0148,                0.96877,                0.94814,                0.98433,                0.70589,                 1.0941,                0.43324,                 1.1079,              0.0041837,              0.0041837,              0.0041837
                    237,                0.98796,                0.41867,                 1.0134,                0.96576,                0.94904,                0.98406,                0.71045,                 1.0776,                0.43061,                 1.0976,               0.004159,               0.004159,               0.004159
                    238,                 0.9897,                0.42006,                 1.0136,                0.97105,                0.94471,                0.98386,                0.70776,                  1.087,                0.43119,                  1.106,              0.0041342,              0.0041342,              0.0041342
                    239,                0.95949,                 0.4113,                 1.0177,                0.96913,                0.94539,                0.98326,                0.70621,                 1.0914,                0.42873,                 1.1056,              0.0041095,              0.0041095,              0.0041095
                    240,                0.97776,                0.41002,                 1.0192,                0.96573,                0.95146,                 0.9843,                 0.7091,                 1.0837,                 0.4295,                 1.1022,              0.0040847,              0.0040847,              0.0040847
                    241,                0.99314,                0.42202,                 1.0368,                0.96666,                0.94771,                0.98362,                0.71092,                 1.0764,                0.42742,                 1.0975,                0.00406,                0.00406,                0.00406
                    242,                0.99624,                0.42514,                 1.0379,                0.96781,                0.94642,                0.98384,                0.70559,                 1.0919,                0.42888,                 1.0986,              0.0040352,              0.0040352,              0.0040352
                    243,                0.99724,                0.42395,                  1.029,                0.96649,                0.94267,                0.98214,                0.70437,                 1.1047,                0.43311,                  1.122,              0.0040105,              0.0040105,              0.0040105
                    244,                 1.0032,                0.42793,                 1.0324,                0.96958,                0.93956,                0.98187,                0.70626,                 1.0949,                0.43634,                 1.1123,              0.0039857,              0.0039857,              0.0039857
                    245,                0.98034,                0.41159,                 1.0077,                 0.9719,                0.94511,                0.98395,                0.71166,                 1.0758,                 0.4273,                 1.0957,               0.003961,               0.003961,               0.003961
                    246,                0.98667,                0.41474,                   1.01,                  0.969,                 0.9446,                0.98382,                0.71198,                  1.065,                0.42739,                 1.0905,              0.0039362,              0.0039362,              0.0039362
                    247,                  1.004,                0.42522,                 1.0278,                0.96881,                0.94521,                0.98312,                0.70834,                 1.0681,                0.42832,                 1.0924,              0.0039115,              0.0039115,              0.0039115
                    248,                0.97496,                0.41909,                 1.0222,                0.97099,                0.94589,                0.98383,                0.71277,                 1.0728,                0.42628,                 1.0955,              0.0038867,              0.0038867,              0.0038867
                    249,                0.97907,                0.42234,                 1.0005,                0.96891,                0.94494,                0.98377,                0.71123,                 1.0734,                0.42591,                 1.0962,               0.003862,               0.003862,               0.003862
                    250,                0.98726,                0.41717,                 1.0197,                0.96745,                0.94899,                0.98412,                0.71132,                 1.0675,                0.42704,                  1.093,              0.0038372,              0.0038372,              0.0038372
                    251,                0.95941,                 0.4085,                 1.0133,                0.96908,                0.95054,                0.98579,                0.71128,                 1.0814,                0.42482,                 1.1039,              0.0038125,              0.0038125,              0.0038125
                    252,                0.96981,                0.40568,                 1.0252,                0.96726,                0.94728,                0.98485,                0.71634,                 1.0647,                0.42048,                 1.0902,              0.0037878,              0.0037878,              0.0037878
                    253,                0.97302,                0.41002,                   1.01,                0.97068,                0.94846,                0.98606,                0.71699,                 1.0652,                 0.4223,                 1.0889,               0.003763,               0.003763,               0.003763
                    254,                0.99399,                0.41879,                 1.0302,                0.96861,                0.94867,                0.98516,                 0.7141,                 1.0698,                0.42599,                 1.0959,              0.0037383,              0.0037383,              0.0037383
                    255,                0.97552,                0.40844,                 1.0314,                0.96302,                0.95339,                0.98514,                0.71289,                 1.0678,                0.42543,                 1.0918,              0.0037135,              0.0037135,              0.0037135
                    256,                0.94568,                0.39852,                 1.0072,                0.96637,                0.94835,                 0.9837,                0.71027,                 1.0838,                0.42759,                 1.1013,              0.0036888,              0.0036888,              0.0036888
                    257,                0.98185,                0.41365,                 1.0269,                0.96572,                0.94803,                0.98289,                0.70886,                 1.0842,                 0.4284,                 1.1051,               0.003664,               0.003664,               0.003664
                    258,                0.97842,                0.41144,                  1.011,                0.97034,                0.94771,                0.98453,                0.71428,                 1.0675,                0.42235,                 1.0925,              0.0036393,              0.0036393,              0.0036393
                    259,                0.98632,                0.41881,                 1.0202,                0.96653,                0.94803,                0.98265,                0.71163,                 1.0756,                  0.425,                 1.0989,              0.0036145,              0.0036145,              0.0036145
                    260,                0.99551,                0.41564,                 1.0261,                0.96627,                0.95028,                0.98416,                0.71497,                 1.0596,                0.41896,                 1.0888,              0.0035898,              0.0035898,              0.0035898
                    261,                0.98319,                0.41331,                 1.0225,                0.96759,                0.95011,                0.98456,                0.71598,                 1.0662,                0.42237,                 1.0927,               0.003565,               0.003565,               0.003565
                    262,                0.97216,                0.40451,                   1.02,                0.96556,                0.94937,                0.98398,                0.71226,                 1.0779,                0.42279,                 1.0986,              0.0035403,              0.0035403,              0.0035403
                    263,                0.99185,                0.41474,                 1.0329,                0.96755,                0.94996,                0.98482,                0.71339,                 1.0727,                 0.4221,                 1.0949,              0.0035155,              0.0035155,              0.0035155
                    264,                0.95745,                0.40614,                 1.0044,                0.96748,                0.94685,                0.98405,                 0.7088,                 1.0912,                0.42532,                 1.1104,              0.0034908,              0.0034908,              0.0034908
                    265,                0.97071,                0.40915,                 1.0201,                0.96329,                0.95317,                0.98478,                0.71296,                 1.0699,                0.42159,                  1.095,               0.003466,               0.003466,               0.003466
                    266,                 0.9723,                0.41007,                 1.0185,                0.96766,                0.94591,                0.98416,                0.71282,                 1.0693,                 0.4253,                  1.094,              0.0034413,              0.0034413,              0.0034413
                    267,                0.96286,                0.41086,                 1.0072,                0.97349,                0.94385,                0.98451,                0.71146,                 1.0759,                0.42464,                 1.1024,              0.0034165,              0.0034165,              0.0034165
                    268,                0.97117,                0.41262,                 1.0056,                0.96917,                 0.9476,                0.98423,                 0.7132,                 1.0679,                0.42251,                 1.0989,              0.0033918,              0.0033918,              0.0033918
                    269,                0.97558,                0.41143,                 0.9951,                0.96698,                0.95221,                0.98496,                0.71518,                 1.0641,                0.42364,                 1.0933,               0.003367,               0.003367,               0.003367
                    270,                 1.0182,                0.42695,                 1.0259,                 0.9668,                0.95171,                 0.9855,                0.71168,                  1.077,                0.42505,                 1.0965,              0.0033423,              0.0033423,              0.0033423
                    271,                0.95715,                0.40046,                 1.0137,                0.96749,                0.95021,                0.98477,                0.71446,                 1.0788,                0.42285,                 1.0995,              0.0033175,              0.0033175,              0.0033175
                    272,                0.93652,                0.39535,                 0.9995,                0.97004,                0.94942,                 0.9849,                0.71488,                 1.0747,                0.42034,                 1.1018,              0.0032928,              0.0032928,              0.0032928
                    273,                0.96437,                0.40732,                0.98742,                0.96718,                0.95081,                 0.9843,                0.71532,                 1.0758,                0.42295,                 1.1032,               0.003268,               0.003268,               0.003268
                    274,                0.97726,                0.41038,                 1.0193,                0.96941,                0.95097,                0.98512,                0.71407,                 1.0651,                0.41911,                 1.0929,              0.0032433,              0.0032433,              0.0032433
                    275,                 0.9629,                0.40038,                 1.0145,                0.96499,                0.95446,                0.98501,                0.71649,                 1.0664,                0.41632,                 1.0925,              0.0032185,              0.0032185,              0.0032185
                    276,                 0.9495,                0.39953,                 1.0227,                 0.9699,                0.95071,                0.98562,                0.71633,                 1.0587,                0.41828,                 1.0872,              0.0031938,              0.0031938,              0.0031938
                    277,                0.96361,                0.40485,                 1.0027,                0.96985,                0.94964,                 0.9851,                0.71304,                 1.0664,                 0.4211,                 1.0925,               0.003169,               0.003169,               0.003169
                    278,                0.94513,                0.39945,                 1.0027,                0.97118,                 0.9446,                0.98412,                0.71259,                 1.0823,                0.42371,                 1.1053,              0.0031443,              0.0031443,              0.0031443
                    279,                0.94382,                0.39703,                 1.0186,                0.96812,                0.95017,                0.98432,                0.71492,                 1.0692,                0.41936,                  1.098,              0.0031195,              0.0031195,              0.0031195
                    280,                0.97542,                0.40788,                 1.0224,                0.96715,                0.95267,                0.98452,                0.71311,                 1.0705,                0.41999,                 1.0937,              0.0030948,              0.0030948,              0.0030948
                    281,                0.95429,                0.40014,                0.99895,                0.96744,                0.94875,                0.98457,                0.71548,                 1.0698,                0.41895,                 1.0976,                0.00307,                0.00307,                0.00307
                    282,                0.94593,                0.40224,                  1.001,                0.96769,                0.95167,                0.98493,                0.71634,                 1.0595,                0.41622,                 1.0919,              0.0030452,              0.0030452,              0.0030452
                    283,                0.96948,                 0.4097,                 1.0162,                0.96501,                0.95381,                0.98486,                 0.7156,                 1.0673,                0.41804,                 1.0968,              0.0030205,              0.0030205,              0.0030205
                    284,                0.95865,                0.40464,                 1.0109,                0.96514,                0.95246,                0.98437,                0.71429,                 1.0639,                0.41786,                 1.0943,              0.0029957,              0.0029957,              0.0029957
                    285,                 0.9658,                 0.4152,                 1.0209,                0.96587,                0.95524,                0.98677,                0.71423,                 1.0785,                0.42154,                 1.0997,               0.002971,               0.002971,               0.002971
                    286,                0.95543,                0.39921,                 1.0009,                0.97315,                0.94389,                0.98394,                0.71141,                 1.0835,                0.42293,                 1.1114,              0.0029462,              0.0029462,              0.0029462
                    287,                0.95248,                0.40321,                 1.0019,                0.96867,                0.94746,                0.98472,                0.71419,                 1.0738,                0.41844,                 1.1005,              0.0029215,              0.0029215,              0.0029215
                    288,                  0.966,                0.41177,                0.99938,                0.97362,                0.94717,                0.98514,                0.71188,                 1.0757,                 0.4185,                 1.0974,              0.0028967,              0.0028967,              0.0028967
                    289,                0.91718,                0.38751,                0.98993,                0.96538,                0.95178,                0.98486,                0.71683,                 1.0712,                0.41924,                 1.0951,               0.002872,               0.002872,               0.002872
                    290,                0.91926,                0.39059,                0.99172,                0.96743,                0.95177,                0.98467,                0.71513,                 1.0713,                0.41819,                 1.0956,              0.0028472,              0.0028472,              0.0028472
                    291,                0.93705,                0.39272,                 1.0041,                0.96762,                0.95178,                0.98436,                0.71149,                 1.0837,                0.42141,                 1.1066,              0.0028225,              0.0028225,              0.0028225
                    292,                0.95454,                0.40736,                 1.0021,                0.97286,                0.94824,                0.98505,                0.71671,                 1.0614,                0.41468,                  1.091,              0.0027977,              0.0027977,              0.0027977
                    293,                 0.9717,                 0.4109,                 1.0122,                0.97423,                0.94782,                0.98451,                0.71408,                 1.0695,                0.41747,                 1.0986,               0.002773,               0.002773,               0.002773
                    294,                0.93739,                 0.4032,                0.99771,                0.96924,                 0.9521,                0.98518,                0.71564,                 1.0686,                0.41724,                 1.0947,              0.0027482,              0.0027482,              0.0027482
                    295,                0.94513,                0.39741,                 1.0017,                0.97001,                0.94961,                0.98479,                0.71546,                 1.0684,                0.41754,                 1.0958,              0.0027235,              0.0027235,              0.0027235
                    296,                0.95359,                 0.4037,                  1.019,                0.97159,                0.94917,                0.98631,                0.71794,                 1.0551,                0.41651,                 1.0889,              0.0026987,              0.0026987,              0.0026987
                    297,                0.93979,                0.39544,                 1.0003,                0.96898,                0.95052,                 0.9851,                 0.7186,                 1.0584,                0.41637,                 1.0884,               0.002674,               0.002674,               0.002674
                    298,                0.93365,                0.39061,                 1.0104,                0.96742,                0.95134,                0.98495,                0.71914,                 1.0582,                 0.4167,                 1.0917,              0.0026492,              0.0026492,              0.0026492
                    299,                0.92361,                0.38791,                0.99542,                0.97301,                0.94633,                0.98518,                0.71741,                 1.0639,                0.41712,                 1.0942,              0.0026245,              0.0026245,              0.0026245
                    300,                0.94522,                0.39829,                 1.0106,                0.97036,                0.95135,                0.98583,                0.71849,                 1.0588,                0.41282,                 1.0893,              0.0025997,              0.0025997,              0.0025997
                    301,                0.94345,                0.39484,                 1.0295,                0.96665,                0.95366,                0.98468,                  0.715,                 1.0789,                0.41805,                 1.1063,               0.002575,               0.002575,               0.002575
                    302,                0.93996,                0.39957,                 1.0039,                0.96684,                0.95287,                0.98468,                0.71375,                 1.0777,                0.41829,                 1.1022,              0.0025503,              0.0025503,              0.0025503
                    303,                0.93696,                0.39506,                0.99082,                0.96723,                0.95456,                0.98511,                0.71716,                 1.0621,                0.41421,                 1.0938,              0.0025255,              0.0025255,              0.0025255
                    304,                0.94276,                0.39699,                0.99739,                0.96623,                0.95353,                0.98394,                0.71514,                 1.0684,                0.41741,                 1.0972,              0.0025008,              0.0025008,              0.0025008
                    305,                0.93254,                0.40138,                 1.0059,                0.96858,                0.95143,                 0.9844,                0.71513,                 1.0672,                0.41712,                  1.096,               0.002476,               0.002476,               0.002476
                    306,                0.94222,                0.39574,                  1.009,                0.96994,                0.95017,                0.98458,                0.71577,                 1.0659,                0.41766,                 1.0957,              0.0024513,              0.0024513,              0.0024513
                    307,                0.91334,                0.38944,                0.98604,                0.96846,                0.95264,                0.98503,                0.71795,                 1.0631,                0.41371,                 1.0923,              0.0024265,              0.0024265,              0.0024265
                    308,                0.94109,                0.39414,                0.99883,                0.96917,                0.95242,                0.98563,                0.71727,                 1.0649,                0.41401,                 1.0969,              0.0024018,              0.0024018,              0.0024018
